'Extended care and rehabilitation at Lovell FHCC health care';'Extended care and rehabilitation';'<H3>Care we provide at Lovell FHCC health care</H3><p>We provide long-term care to help you and your family when you’re dealing with a disability, chronic (long-lasting) illness, terminal illness, or serious health issues related to aging. Our long-term health care services include:<p><ul><li>24/7 nursing and medical care</li><li>Physical therapy</li><li>Help with daily tasks like bathing, dressing, making meals, and taking medicine</li><li>Pain management and palliative care to relieve suffering and improve quality of life for people with serious illnesses</li><li>Hospice care to provide comfort and compassionate care for people in the last phases of an incurable illness</li><li>To learn more about the different types of extended care that VA provides, see our guide to long-term services and support.</li></ul><p><a href="https://www.va.gov/GERIATRICS/">Learn more about VA long-term care</a>';'Lovell FHCC health care';'Lovell FHCC health care'
'Gastroenterology at Lovell FHCC health care';'Gastroenterology';'<H3>Care we provide at Lovell FHCC health care</H3><p>We diagnose and treat medical conditions in your esophagus, stomach, intestines, colon, and other parts of your digestive system. We can also test and treat other organs, like your liver, pancreas, and gallbladder. Our gastroenterology department provides services like:<p><ul><li>Colonoscopy, esophagogastroduodenoscopy (EGD), and endoscopic retrograde cholangiopancreatography (ERCP), which use an endoscope (a long, flexible tube with a small camera on the end) that lets us examine your digestive system</li><li>Endoscopic ultrasound, which uses high-frequency sound waves to create images that help us diagnose and evaluate digestive and lung diseases</li><li>Manometry study, which tests how well your esophagus is working</li><li>Small bowel capsule endoscopy, which uses a tiny wireless camera that takes pictures as it moves through your digestive system</li><li>24-hour pH study, which measures how much stomach acid is flowing into your esophagus and helps us assess conditions like severe heartburn and acid reflux</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Geriatrics at Lovell FHCC health care';'Geriatrics';'<H3>Care we provide at Lovell FHCC health care</H3><p>We assess your situation and condition to decide which outpatient geriatric services are right for you or a senior Veteran in your care, and then we coordinate your care. Our team of specialists provides geriatric services that include:<p><ul><li>Medicine and nursing</li><li>Psychology, psychiatry, and social work</li><li>Physical and occupational therapy</li></ul><p><a href="https://www.va.gov/GERIATRICS/">Learn more about VA long-term care</a>';'Lovell FHCC health care';'Lovell FHCC health care'
'Gynecology at Lovell FHCC health care';'Gynecology';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our gynecologists focus on the female reproductive system and provide services that include:<p><ul><li>Mammograms for breast cancer, screenings for sexually transmitted disease, and Pap tests for cervical cancer</li><li>Counseling and treatment for contraception, pregnancy, and infertility</li><li>Osteoporosis screening for brittle bones</li><li>Exams for abnormal uterine bleeding, pelvic pain, or various cancers</li><li>Primary care checkups</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Hematology/oncology at Lovell FHCC health care';'Hematology/oncology';'<H3>Care we provide at Lovell FHCC health care</H3><p>We offer a range of hematology and oncology services. You can arrange appointments and consultation through your primary care provider. Our hematology and oncology services include:<p><ul><li>Chemotherapy</li><li>Blood and platelet transfusions</li><li>Mediport flushes to clean and maintain the small medical appliance inserted under your skin, making it easier to inject drugs and draw blood</li><li>Evaluation and treatment of blood disorders and cancer</li><li>Dedicated outpatient infusion center, working closely with radiation oncology, interventional radiology, general surgery, diagnostics, palliative care, and social services</li><li>Bone marrow biopsies, to see whether your bone tissue is healthy and making a normal number of blood cells</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Homeless Veteran care at Lovell FHCC health care';'Homeless Veteran care';'<H3>Care we provide at Lovell FHCC health care</H3><p>We help Veterans who are homeless or at risk of becoming homeless due to financial hardship, unemployment, addiction, depression, or transition from jail. Contact one of our care coordinators to get help with:<p><ul><li>Immediate food and shelter needs, including both transitional and permanent housing</li><li>Job training, life skills development, and education</li><li>Justice system navigation and community reentry from jail</li><li>Financial support to prevent homelessness</li><li>Addiction and depression treatment</li><li>Health and dental care</li></ul><p>Learn more and connect with a care coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
'Infectious disease at Lovell FHCC health care';'Infectious disease';'<H3>Care we provide at Lovell FHCC health care</H3><p>We test for, evaluate, and treat many infectious diseases. We offer:<p><ul><li>Testing and screening for hepatitis C, HIV/AIDS, tuberculosis, and other infectious diseases</li><li>Prevention strategies and treatment</li><li>Compassionate care and counseling for people who are living with infectious diseases</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Internal medicine at Lovell FHCC health care';'Internal medicine';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our internists are primary-care doctors who treat adults for a wide range of health issues. Our internists can:<p><ul><li>Perform checkups for annual, employee, and sports physical exams</li><li>Order blood work and lab services</li><li>Prescribe and manage your medicine</li><li>Provide preventative care, like tips on diet, exercise, and healthy living</li><li>Treat you when you’re sick or follow up with you after your hospital stay</li><li>Refer you to specialists</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Laboratory and pathology at Lovell FHCC health care';'Laboratory and pathology';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our laboratories provide a full range of clinical and diagnostic testing services. Our laboratory and pathology services include:<p><ul><li>Study of blood, urine, and other bodily fluids for illness management</li><li>Testing for infectious diseases</li><li>Cytopathology (study of unusual cells) and surgical pathology (study of tissue removed during surgery)</li><li>Autopsy services</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'LGBTQ+ Veteran care at Lovell FHCC health care';'LGBTQ+ Veteran care';'<H3>Care we provide at Lovell FHCC health care</H3><p>We promote the health, welfare, and dignity of lesbian, gay, bisexual, and transgender (LGBT) Veterans and their families. We focus on ensuring a safe, welcoming, and affirmative environment when providing you with sensitive and high-quality health care services like:<p><ul><li>Hormone therapy</li><li>Substance use and alcohol treatment</li><li>Testing and treatment for HIV and sexually transmitted infections (STI)</li><li>Mental health care</li><li>Psychosocial assessments for gender-confirming surgeries and hormone therapy</li></ul><p>Learn more and connect with a care coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
'Mental health care at Lovell FHCC health care';'Mental health care';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our medical center and clinics provide consultation, evaluation, and treatment for a range of issues that may impact your mental health or emotional well-being. Our confidential outpatient services include individual and group therapy for:<p><ul><li>Psychiatric disorders such as schizophrenia, bipolar disorder, and depression</li><li>Marriage and relationship problems</li><li>Post-traumatic stress disorder (PTSD)</li><li>Anxiety, addictive behaviors, and personality disorders</li><li>Aggressive or self-harming behaviors</li></ul><p>Learn more and connect with a care coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
'Minority Veteran care at Lovell FHCC health care';'Minority Veteran care';'<H3>Care we provide at Lovell FHCC health care</H3><p>If you’re a minority Veteran, we can help you get the services and benefits you need. Our Minority Veterans Program serves all Veterans who are Black American, Asian American, Hispanic American, and Native American (including American Indians, Alaska Natives, Native Hawaiians, and Pacific Island Americans). We work to:<p><ul><li>Help the medical center address minority Veterans’ needs</li><li>Meet minority Veterans’ needs in the local community</li><li>Identify barriers and create a more accessible environment for minority Veterans</li><li>Inform minority Veterans of VA benefits, services, and programs</li></ul><p>Learn more and connect with a care coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
'MOVE! weight management at Lovell FHCC health care';'MOVE! weight management';'<H3>Care we provide at Lovell FHCC health care</H3><p>MOVE! is a weight-management program designed to help you live a longer, healthier life. With the help of your MOVE! care team, you can eat a healthier diet, get more exercise, reduce your health risks, and improve your quality of life. The MOVE! program offers:<p><ul><li>Weight-loss support groups to help you lose weight and keep it off</li><li>Healthy eating tips and cooking classes</li><li>Behavioral change strategies to help you live a healthier lifestyle</li></ul><p><a href="https://www.move.va.gov/">Learn more about MOVE!</a>';'Lovell FHCC health care';'Lovell FHCC health care'
'Nephrology at Lovell FHCC health care';'Nephrology';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our team of kidney doctors (nephrologists) actively manage all aspects of adult kidney disease, kidney and bladder stones, renal hypertension (high blood pressure caused by kidney disease), and mineral and bone disorders. We provide inpatient and outpatient services, like:<p><ul><li>Dialysis preparation and referral</li><li>Home patient monitoring</li><li>Kidney transplant evaluation</li><li>Kidney disease education</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Neurology at Lovell FHCC health care';'Neurology';'<H3>Care we provide at Lovell FHCC health care</H3><p>We provide inpatient and outpatient services for chronic diseases and disorders that affect your brain, spine, and the nerves that connect them. Our neurologists read electroencephalogram (EEG) recordings, which measure the electrical impulses brain cells use to communicate with each other. We evaluate and treat many neurological illnesses and disorders such as:<p><ul><li>Neuropathy (nerve damage), myelopathy and other spinal cord injuries, and radiculopathy (pinched nerves)</li><li>Parkinson’s disease, epilepsy, and multiple sclerosis</li><li>Stroke, dementia, and degenerative diseases</li><li>Other neurological conditions</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Nutrition, food, and dietary care at Lovell FHCC health care';'Nutrition, food, and dietary care';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our registered dietitians can help you maintain or improve your health with good nutrition tailored to your needs. Through group, individual, and telehealth sessions, we provide nutrition education and counseling in areas such as:<p><ul><li>Cardiovascular and heart health</li><li>Chronic kidney disease</li><li>Diabetes (including gestational diabetes)</li><li>Eating disorders and digestive health</li><li>Pregnancy and postpartum nutrition</li><li>Weight management</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Optometry at Lovell FHCC health care';'Optometry';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our optometrists provide many eye-related services and treatments like:<p><ul><li>Vision services and eye exams</li><li>Treatment for diseases and injuries of the retina, cornea, and other parts of your eye</li><li>Low-vision services for conditions like macular degeneration that can’t be corrected by glasses, surgery, or medication</li><li>Special eye exams for diabetic patients</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Orthopedics at Lovell FHCC health care';'Orthopedics';'<H3>Care we provide at Lovell FHCC health care</H3><p>We use surgical and nonsurgical means to treat illnesses and disorders of the musculoskeletal system, which includes your bones, muscles, joints, cartilage, tendons, ligaments, and other connective tissue. We treat conditions like:<p><ul><li>Musculoskeletal trauma</li><li>Degenerative illnesses</li><li>Sports injuries</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Otolaryngology at Lovell FHCC health care';'Otolaryngology';'<H3>Care we provide at Lovell FHCC health care</H3><p>We evaluate, diagnose, and treat a wide range of ear, nose, and throat conditions, like:<p><ul><li>Nasal and sinus problems</li><li>Obstructive sleep apnea</li><li>Throat, lymph node, thyroid, and parathyroid tumors and other conditions</li><li>Voice and swallowing disorders</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Palliative and hospice care at Lovell FHCC health care';'Palliative and hospice care';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our palliative and hospice care services support you and your family as you cope with a life-threatening or terminal illness. Palliative care works to provide comfort, reduce suffering, and improve the quality of life for patients being treated for serious illnesses. Hospice care focuses on helping patients with terminal illnesses to manage the final stages of their lives. Our palliative and hospice care services include:<p><ul><li>Pain and symptom management</li><li>Emotional, spiritual, and psychosocial support for you and your family</li><li>Help with practical issues that include an advance directive (living will), health care power of attorney, funeral arrangements, and applying for VA death and burial benefits</li><li>Education to help you and your family make informed health care decisions and know what to expect as your health declines</li><li>Bereavement care to help surviving family members during the grieving process</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Patient advocates at Lovell FHCC health care';'Patient advocates';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our patient advocates work hard to make sure you receive the best possible care at our health care facilities. They can:<p><ul><li>Help you get answers or address concerns with your care team</li><li>Advocate for patient and family rights</li><li>Serve as advocates for minority Veterans, women Veterans, and Veterans with disabilities</li><li>Offer specialized help to former prisoners of war and Veterans transitioning from Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF), and Operation New Dawn (OND)</li></ul><p>Learn more and connect with a patient advocate';'Lovell FHCC health care';'Lovell FHCC health care'
'Pharmacy at Lovell FHCC health care';'Pharmacy';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our pharmacy provides you and other Veterans with convenient, efficient service to make it easy to get your medications and medical supplies. You can:<p><ul><li>Pick up new prescriptions in person</li><li>Refill prescriptions online and by phone or mail</li><li>Safely dispose of medicines</li></ul><p>Learn more about our pharmacy';'Lovell FHCC health care';'Lovell FHCC health care'
'Physical medicine and rehabilitation at Lovell FHCC health care';'Physical medicine and rehabilitation';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our physical medicine and rehabilitation doctors and therapists focus on whole-body health. They can help you manage your pain, increase your independence, and improve your quality of life with services like:<p><ul><li>Personalized therapy for your rehabilitation</li><li>Medication, stretching, and massage for short-term pain relief</li><li>Strengthening exercises and movement therapy to increase fitness and prevent future pain</li><li>Recreation therapy to create coping and social skills</li><li>Occupational therapy to improve coordination and balance, and help you manage life skills and everyday activities</li><li>Assessment and treatment of speech, language, and swallowing disorders</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Podiatry at Lovell FHCC health care';'Podiatry';'<H3>Care we provide at Lovell FHCC health care</H3><p>After years of walking, running, marching, jumping, rappelling, and parachuting, many Veterans experience trouble with their feet and ankles. We can help treat those problems so you can continue to enjoy an active lifestyle. Our podiatry services include:<p><ul><li>Arthritis care for inflamed, swollen, or damaged joints</li><li>Foot and ankle fracture treatment, repair of cartilage, torn tendons and ligaments</li><li>Injections to reduce pain and swelling</li><li>Joint arthroplasty (surgical repair or reconstruction) and replacement</li><li>Minimally invasive surgery and post-surgical rehabilitation</li><li>Foot health maintenance procedures (bunion removal, resurfacing, and nail trimming)</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Primary care at Lovell FHCC health care';'Primary care';'<H3>Care we provide at Lovell FHCC health care</H3><p>A strong network of family and internal medicine specialists and services can offer you the best possible care. Internal medicine doctors (internists) prevent, diagnose, and treat adult diseases. Doctors who specialize in family medicine provide primary health care to the entire family. Your primary care team can coordinate the many services you receive such as:<p><ul><li>Labs and blood work</li><li>Mental health care</li><li>Women''s health care</li><li>Radiology</li><li>Social services</li><li>Telehealth</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Psychiatry at Lovell FHCC health care';'Psychiatry';'<H3>Care we provide at Lovell FHCC health care</H3><p>Good mental health is a vital part of your overall wellness. Our psychiatry teams offer consultation, evaluation, and treatment to help you with a range of mental and behavioral health problems, including:<p><ul><li>Depression (including sadness and grief), anxiety (including worry and nervousness), and personality disorders</li><li>Addictive behaviors and substance abuse</li><li>Post-traumatic stress disorder (PTSD) and combat-related stress disorder</li><li>Emotional issues like anger management and relationship challenges, confused thinking, memory problems, and invasive thoughts or ideas</li><li>Aggressive or self-harming behaviors</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'PTSD care at Lovell FHCC health care';'PTSD care';'<H3>Care we provide at Lovell FHCC health care</H3><p>Post-traumatic stress disorder (PTSD) is a mental health problem that some people develop after experiencing or witnessing a life-threatening event, like combat, a natural disaster, a car accident, or sexual assault. It’s normal to have upsetting memories, feel on edge, or have trouble sleeping after this type of event. If symptoms last more than a few months, it may be PTSD. We can help you with effective treatments and support services, like:<p><ul><li>Psychiatric and psychological counseling</li><li>Services for Veterans who are homeless</li><li>Treatment for addictive disorders</li><li>Transition and care management for post-9/11 combat Veterans of Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF), and Operation New Dawn (OND)</li></ul><p><a href="https://www.ptsd.va.gov/">Learn more about PTSD</a>';'Lovell FHCC health care';'Lovell FHCC health care'
'Pulmonary medicine at Lovell FHCC health care';'Pulmonary medicine';'<H3>Care we provide at Lovell FHCC health care</H3><p>If you find it difficult to breathe or sleep, our pulmonary (lung) specialists can help. We offer education, exercises, and treatments like:<p><ul><li>Oxygen therapy to help you stay active and breathe better</li><li>Pulmonary rehabilitation to build your strength and increase lung capacity</li><li>Healthy diets to help you manage your weight and improve energy</li><li>Strategies to help you increase your feelings of control, optimism, and self-esteem</li><li>Tests to measure your lung function, lung volume, and blood gas</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Radiology at Lovell FHCC health care';'Radiology';'<H3>Care we provide at Lovell FHCC health care</H3><p>We offer radiology and imaging services to diagnose and treat many medical conditions. Our services include:<p><ul><li>X-ray</li><li>Ultrasound</li><li>Mammography (mammograms)</li><li>Computer tomography (CT)</li><li>Positron emission tomography (PET)</li><li>Magnetic resonance imaging (MRI)</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Returning service member care at Lovell FHCC health care';'Returning service member care';'<H3>Care we provide at Lovell FHCC health care</H3><p>We can help you readjust to civilian life if you’re returning from military service, on active duty, or an activated National Guard or Reserve member. Talk to one of our care coordinators about how to best use your health care benefits.<p><ul><li>Polytrauma care (if you have multiple traumatic injuries)</li><li>Counseling and rehabilitation</li><li>Mental and behavioral health services</li><li>Family benefits counseling and assistance</li><li>Referral assistance</li></ul><p>Learn more and connect with a coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
'Rheumatology at Lovell FHCC health care';'Rheumatology';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our doctors treat inflammation, stiffness, or pain in your muscles, joints, and tendons. Common rheumatic illnesses include:<p><ul><li>Juvenile idiopathic and infectious arthritis</li><li>Osteoarthritis and rheumatoid arthritis</li><li>Lupus, gout, and scleroderma</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Sleep medicine at Lovell FHCC health care';'Sleep medicine';'<H3>Care we provide at Lovell FHCC health care</H3><p>At various points in our lives, all of us suffer from a lack of sleep. But, if you are spending enough time in bed and still wake up tired or feel very sleepy during the day, you may have a sleep disorder. We can help. Our sleep specialists can:<p><ul><li>Diagnose and treat sleep apnea and other sleep disorders</li><li>Monitor your blood oxygen levels and heart rate</li><li>Study your brain waves during sleep</li><li>Evaluate possible causes for your excessive sleepiness</li><li>Conduct sleep tests performed at home or in the lab</li><li>Work with your doctors if you need surgery or dental appliances to help you get a good night’s sleep</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Social work at Lovell FHCC health care';'Social work';'<H3>Care we provide at Lovell FHCC health care</H3><p>Social work is integral to health care. We can help you and your family manage stress-related problems due to injury or illness, and find VA community resources to meet your needs like:<p><ul><li>Home health services</li><li>Legal services</li><li>Transportation</li><li>Community living</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Suicide prevention at Lovell FHCC health care';'Suicide prevention';'<H3>Care we provide at Lovell FHCC health care</H3><p>We work with behavioral health providers and community organizations to help you and your family during times of crisis. We offer:<p><ul><li>Suicide prevention care coordinators</li><li>Suicide prevention case managers</li><li>Gun safety locks</li></ul><p>Learn more and connect with a care coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
'Surgery at Lovell FHCC health care';'Surgery';'<H3>Care we provide at Lovell FHCC health care</H3><p>We provide a wide range of surgical services, like:<p><ul><li>General surgery</li><li>Anesthesia</li><li>Cardiac surgery (heart and major blood vessels)</li><li>Neurosurgery (brain, spinal column, and nerves)</li><li>Orthopedic surgery (bones, muscles, ligaments, joints, and tendons)</li><li>Organ and tissue transplants</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Telehealth at Lovell FHCC health care';'Telehealth';'<H3>Care we provide at Lovell FHCC health care</H3><p>We use the latest in secure digital technology to set up remote visits with our health care providers. We offer video conferencing, home telehealth services, and store-and-forward telehealth that lets you securely send your health information to experts at VA facilities. We offer telehealth visits with providers in:<p><ul><li>Mental health</li><li>Retinal care (eye)</li><li>Bariatric surgery (visit remotely with your weight-loss surgery team before and after your operation)</li><li>Dermatology</li><li>Rehabilitation</li><li>Primary care</li></ul><p><a href="https://www.telehealth.va.gov/">Learn more about telehealth</a>';'Lovell FHCC health care';'Lovell FHCC health care'
'Transplant surgery at Lovell FHCC health care';'Transplant surgery';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our transplant surgeons work to save or extend lives by transplanting healthy, fully functioning organs from living or deceased donors to patients who need one. We offer:<p><ul><li>Liver transplants</li><li>Kidney transplants</li><li>Heart transplants</li><li>Lung transplants</li><li>Referrals to other transplant centers</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Urology at Lovell FHCC health care';'Urology';'<H3>Care we provide at Lovell FHCC health care</H3><p>We evaluate, diagnose, and treat a wide range of urology diseases and conditions that include kidney stones, erectile dysfunction, urinary incontinence, prostate cancer, and more. We provide you with medical care, surgery, and minimally invasive procedures for health issues that affect:<p><ul><li>Kidneys</li><li>Bladder</li><li>Ureter and urethra</li><li>Male reproductive organs</li></ul>';'Lovell FHCC health care';'Lovell FHCC health care'
'Women Veteran care at Lovell FHCC health care';'Women Veteran care';'<H3>Care we provide at Lovell FHCC health care</H3><p>Our women''s health program offers complete health care for women Veterans of all ages. Our primary care providers specialize in women’s health. They work closely with specialists in gynecology, obstetrics, female urology, oncology, medicine, radiology, surgery, and breast illness. Our services for women Veterans include:<p><ul><li>Ultrasounds, mammograms, Pap and HPV tests</li><li>Mental health care and counseling</li><li>Lifestyle wellness services</li><li>Menopause treatment, including hormonal therapy</li><li>Family planning, contraceptive care, and infertility evaluation</li></ul><p>Learn more and connect with a care coordinator';'Lovell FHCC health care';'Lovell FHCC health care'
